score,word
0.028700954586377073,automated posting
0.019205246294194935,public transportation
0.011865240048978968,grocery store
0.006853040567460922,grocery stores
0.006667415566875575,went above
0.005954220319870097,molson amphitheatre
0.004655401069480754,fashion district
0.00460835148396791,without hesitation
0.0040548163671297365,memory foam
0.0037761805223963303,trinity bellwoods
0.0035167425171339028,within walking
0.0033025352213461832,cold beer
0.003247434173045254,lawrence market
0.0031568846673863523,clear instructions
0.0030845317292871547,fitness vacation
0.0030844711870114993,heat wave
0.002939114020468044,board games
0.002939112721504954,bem aconchegante
0.002805944757167628,molson canadian
0.0027930067723174693,trouble finding
0.0026819683483860443,story townhouse
0.002498505613689836,brand new
0.0024756432511775068,smoothie mixer
0.002475643251177028,follow-up renter
0.002475643251177028,clean.the in-suite
0.002475643251177028,i-have-had-lots-of-guests-that-visit-from-over-seas-but-this-is-the-first-time-i-booked-a-guest 4-nights
0.002475643251177028,always-worried-she-will-kick-my-guest-out-in-the middle-of-the-night
0.002475643251177028,give-you-a-chance-to-speak-especially-if-she-doesn't-like-what-your-saying..her-idea-of having-a-conversaition-is-it's-her-way-or-noway..-she-will-turn-things-around-to-make-you-feel
0.002475643251177028,relativement chers
0.002475643251177028,roof/patio renovations
